z,n,symbol,radius,unc_r,abundance,unc_a,energy_shift,energy,unc_e,ripl_shift,jp,half_life,operator_hl,unc_hl,unit_hl,half_life_sec,unc_hls,decay_1,decay_1_%,unc_1,decay_2,decay_2_%,unc_2,decay_3,decay_3_%,unc_3,isospin,magnetic_dipole,unc_md,electric_quadrupole,unc_eq,qbm,unc_qb,qbm_n,unc_qbmn,qa,unc_qa,qec,unc_qec,sn,unc_sn,sp,unc_sp,binding,unc_ba,atomic_mass,unc_am,massexcess,unc_me,me_systematics,discovery,ENSDFpublicationcut-off,ENSDFauthors,Extraction_date,nuclide
56,78,Ba,4.8322,0.0047,2.42,0.15,,0.0,,,0+,STABLE,,,,,,,,,,,,,,,,,,,,-3731.3434,19.9312,-11526.9285,27.9459,-1494.4436,0.2508,-2058.837,0.252,9467.8082,1.0232,8168.0302,0.2507,8408.1731,0.0019,133904508.249,0.269,-88950.002,0.251,N,1936.0,31-Jul-2004,A.A. Sonzogni,2023-10-18,134ba
56,79,Ba,4.8294,0.0047,6.59,0.1,,0.0,,,3/2+,STABLE,,,,,,,,,,,,,,,,0.8381,0.0002,0.153,0.002,-1207.1973,9.4299,-10703.3141,19.9311,-1861.9957,0.2454,-268.699,0.439,6971.9707,0.0999,8248.4605,0.2455,8397.5345,0.0018,134905688.447,0.263,-87850.655,0.245,N,1932.0,22-Jan-2008,BALRAJ SINGH and  ALEXANDER A. RODIONOV and YURI L. KHAZOV,2023-10-18,135ba
56,80,Ba,4.8334,0.0046,7.85,0.24,,0.0,,,0+,STABLE,,,,,,,,,,,,,,,,-1.9,0.2,-0.19,0.06,-2849.5915,53.1715,-10314.9397,9.43,-2033.0205,0.2448,-2548.224,1.889,9107.7424,0.039,8594.0937,0.2886,8402.7566,0.0018,135904575.8,0.262,-88887.079,0.245,N,1932.0,1-Apr-2018,E.A. MCCUTCHAN,2023-10-18,136ba
56,81,Ba,4.8314,0.0047,11.23,0.23,,0.0,,,3/2+,STABLE,,,,,,,,,,,,,,,,0.9375,0.0002,0.236,0.003,-580.5356,1.6231,-9755.2312,53.1715,-2502.7336,2.4128,-1175.629,0.391,6905.6397,0.0687,8671.5169,1.8582,8391.8288,0.0018,136905827.207,0.266,-87721.401,0.248,N,1932.0,1-Oct-2006,E. BROWNE and  J. K. TULI,2023-10-18,137ba
56,82,Ba,4.8378,0.0046,71.7,0.29,,0.0,,,0+,STABLE,,,,,,,,,,,,,,,,5.9,1.2,,,-1748.3977,0.3384,-9192.2586,1.6235,-2560.8872,0.2494,-5374.778,9.161,8611.723,0.0399,9005.0045,0.1768,8393.4222,0.0018,137905247.059,0.267,-88261.806,0.249,N,1925.0,30-Sep-2017,JUN CHEN,2023-10-18,138ba
56,83,Ba,4.8513,0.0049,,,,0.0,,,7/2-,82.93,,9,m,4975.8,5.4,B-,100.0,,,,,,,,,-0.973,0.005,-0.552,0.013,2308.4632,0.6571,-6471.8276,0.3408,-925.4687,3.6675,-4212.83,3.14,4723.43,0.04,9315.8606,9.1585,8367.0194,0.0018,138908841.164,0.271,-84913.918,0.253,N,1937.0,15-Oct-2016,P.K. JOSHI and  B. SINGH and  S. SINGH and  A.K. JAIN,2023-10-18,139ba
56,84,Ba,4.8684,0.0059,,,,0.0,,,0+,12.751,,4,d,1101686.4,345.6,B-,100.0,,,,,,,,,,,-0.5,0.3,1044.1542,7.9051,-4116.8423,7.9051,736.3492,7.8995,-6218.167,11.386,6425.3055,7.9036,9855.7878,8.4984,8353.15,0.0564,139910608.231,8.48,-83267.905,7.9,N,1939.0,20-Nov-2018,N. NICA,2023-10-18,140ba
56,85,Ba,4.8807,0.0069,,,,0.0,,,3/2-,18.27,,7,m,1096.2,4.2,B-,100.0,,,,,,,,,-0.337,0.005,0.437,0.01,3197.3515,6.551,-3491.7508,5.3507,226.0061,5.3195,-5255.141,10.622,4535.905,9.4488,9971.7249,9.7541,8326.0774,0.0377,140914403.653,5.709,-79732.492,5.318,N,1945.0,12-Oct-2022,N. NICA,2023-10-18,141ba
56,86,Ba,4.8953,0.0083,,,,0.0,,,0+,10.6,,2,m,636.0,12.0,B-,100.0,,,,,,,,,0.85,0.1,,,2181.6932,8.3754,-2983.7314,7.2112,-294.9286,6.5507,-7327.701,9.219,6181.083,7.958,10653.877,10.936,8310.9718,0.0417,141916432.904,6.355,-77842.257,5.92,N,1959.0,1-Jun-2010,T.D. Johnson and  D. Symochko(a) and  M. Fadil(b) and  and J.K. Tuli,2023-10-18,142ba
56,87,Ba,4.9087,0.0096,,,,0.0,,,5/2-,14.5,,3,s,14.5,0.3,B-,100.0,,,,,,,,,0.443,0.011,-0.85,0.02,4234.2623,9.9682,-1984.5731,9.2282,-717.5349,7.0878,-6261.686,10.149,4166.2663,8.9831,10711.62,9.7768,8281.9878,0.0472,142920625.149,7.253,-73937.205,6.756,N,1962.0,31-May-2011,E. BROWNE and  J. K. TULI,2023-10-18,143ba
56,88,Ba,4.9236,0.0112,,,,0.0,,,0+,11.5,,2,s,11.5,0.2,B-,100.0,,,,,,,,,0.68,0.1,,,3082.53,14.7744,-1666.9804,10.2296,-1205.5842,7.5067,-8495.768,21.359,5901.2426,9.8272,11380.5822,10.4058,8265.4549,0.0496,143922954.821,7.661,-71767.13,7.136,N,1967.0,1-Dec-2000,A.A. Sonzogni,2023-10-18,144ba
56,89,Ba,4.9345,0.0123,,,,0.0,,,5/2-,4.31,,16,s,4.31,0.16,B-,100.0,,,,,,,,,-0.285,0.007,1.18,0.02,5319.1425,14.9122,-737.8413,15.4664,-1743.7901,8.955,-7461.759,12.412,3820.3713,11.0806,11533.7921,21.8437,8234.7991,0.0585,144927518.4,9.1,-67516.183,8.477,N,1974.0,1-Oct-2008,E. BROWNE and  J. K. TULI,2023-10-18,145ba
56,90,Ba,4.9479,0.0138,,,,0.0,,,0+,2.21,,6,s,2.21,0.06,B-,100.0,,,,,,,,,,,,,4354.9052,2.4366,-102.2611,12.3957,-2061.5359,3.2295,-9555.889,3.392,5421.4036,8.6594,12100.8157,9.238,8215.5293,0.0121,145930363.2,1.9,-64866.269,1.77,N,1970.0,14-Jul-2016,Yu. KHAZOV and  A. RODIONOV AND G. SHULYAK,2023-10-18,146ba
56,91,Ba,,,,,,0.0,,,(5/2-),0.894,,7,s,0.894,0.007,B-,100.0,,B-N,0.06,0.05,,,,,,,,,6414.3615,22.466,885.8201,19.8186,-2486.0693,20.2895,-8343.963,21.454,3469.0852,19.8268,12242.6264,19.9585,8183.2405,0.1343,146935303.9,21.2,-60264.036,19.748,N,1978.0,9-Mar-2022,N. Nica and B. Singh,2023-10-18,147ba
56,92,Ba,4.9731,0.0167,,,,0.0,,,0+,0.612,,17,s,0.612,0.017,B-,100.0,,B-N,0.4,0.3,,,,,,,,,5163.8307,19.5252,1062.1679,10.8154,-3097.5257,5.5147,-10633.961,13.126,5352.1936,19.8038,12913.8097,8.5149,8164.1118,0.0101,147938223.0,1.6,-57544.911,1.49,N,1979.0,1-Oct-2013,N. NICA,2023-10-18,148ba
56,93,Ba,,,,,,0.0,,,(5/2- 3/2-),352,,6,ms,0.352,0.006,B-,100.0,,B-N,2.2,1.7,,,,,,,,,7389.301,200.2781,1806.8043,19.63,-3762.1983,11.4574,-9530.62,400.0,3357.0264,2.9235,13208.6408,13.2812,8131.8495,0.0169,148943284.0,2.7,-52830.62,2.515,N,1993.0,23-Aug-2022,Balraj Singh and Jun Chen,2023-10-18,149ba
56,94,Ba,,,,,,0.0,,,0+,0.259,,5,s,0.259,0.005,B-,100.0,,B-N,,,,,,,,,,,6421.3477,6.2138,2258.803,200.3429,-4359.7649,24.8765,-11719.799,400.04,5130.498,6.2138,13879.0,400.0,8111.8405,0.0379,149946441.1,6.1,-49889.799,5.682,N,1994.0,1-Apr-2013,S. K. Basu and  A. A. Sonzogni,2023-10-18,150ba
56,95,Ba,,,,,,0.0,,,,0.167,,5,s,0.167,0.005,B-,100.0,,B-N,,,,,,,,,,,8370.0,591.0,3300.0,400.0,-4965.0,447.0,-10660.0,640.3,3121.0,400.0,14059.0,565.0,8079.0,3.0,150951755.0,429.0,-44940.0,400.0,Y,1994.0,20-Feb-2017,F.G. KONDEV,2023-10-18,151ba
56,96,Ba,,,,,,0.0,,,0+,0.139,,8,s,0.139,0.008,B-,100.0,,B-N,,,,,,,,,,,7680.0,500.0,3629.0,591.0,-5385.0,500.0,-12480.0,640.3,4741.0,565.0,14619.0,640.0,8057.0,3.0,151955330.0,429.0,-41610.0,400.0,Y,2010.0,20-Feb-2017,F.G. KONDEV,2023-10-18,152ba
56,97,Ba,,,,,,0.0,,,,0.116,,52,s,0.116,0.052,B-,100.0,,B-N,,,,,,,,,,,9590.0,500.0,4749.0,500.0,-5895.0,500.0,,,2931.0,565.0,14629.0,640.0,8023.0,3.0,152960848.0,429.0,-36470.0,400.0,Y,2016.0,16-Aug-2020,N. NICA,2023-10-18,153ba
56,98,Ba,,,,,,0.0,,,0+,53,,48,ms,0.053,0.048,B-,100.0,,B-N,,,,,,,,,,,8610.0,583.0,5068.0,583.0,-6355.0,583.0,,,4521.0,640.0,,,8001.0,3.0,153964659.0,537.0,-32920.0,500.0,Y,2017.0,20-Feb-2017,F.G. KONDEV,2023-10-18,154ba
57,60,La,,,,,,0.0,,,(3/2+ 3/2-),23.5,,26,ms,0.0235,0.0026,P,93.9,0.7,EC+B+,6.1,0.7,,,,,,,,,,,,,3069.0,200.0,11186.906,320.421,14292.0,379.0,-820.0999,3.0,8086.0,2.0,116950326.0,215.0,-46271.0,200.0,Y,2001.0,1-Mar-2009,JEAN BLACHOT,2023-10-18,117la
57,63,La,,,,,X,0.0,,,,2.8,,2,s,2.8,0.2,EC+B+,100.0,,ECP,0.0,,,,,,,,,,-7840.0,583.0,-21821.0,583.0,2048.0,316.0,11318.649,424.381,10622.0,424.0,269.0,361.0,8179.0,2.0,119938196.0,322.0,-57570.0,300.0,Y,1984.0,1-Dec-2001,K. KITAO and  Y. TENDOW AND A. HASHIZUME,2023-10-18,120la
57,64,La,,,,,,0.0,,,,5.3,,2,s,5.3,0.2,EC+B+,100.0,,,,,,,,,,,,,-9500.0,500.0,-20532.0,583.0,1878.0,306.0,8554.847,331.866,12692.0,424.0,591.0,424.0,8217.0,2.0,120933236.0,322.0,-62190.0,300.0,Y,1988.0,20-Jan-2009,S. OHYA,2023-10-18,121la
57,65,La,,,,,,0.0,,,,8.6,,5,s,8.6,0.5,EC+B+,100.0,,ECP,,,,,,,,,,,-6669.0,499.0,-19925.0,499.0,1441.0,298.0,10065.952,299.307,10424.0,423.0,1087.0,330.0,8235.0,2.0,121930710.0,320.0,-64543.0,298.0,Y,1984.0,30-Sep-2006,T. TAMURA,2023-10-18,122la
57,66,La,,,,,,0.0,,,,16.3,,3,s,16.3,0.3,EC+B+,100.0,,,,,,,,,,,,,-8365.0,357.0,-18849.0,446.0,1229.0,196.0,7003.963,196.374,12179.0,357.0,1331.0,198.0,8267.0,2.0,122926300.0,210.0,-68651.0,196.0,Y,1978.0,15-Apr-2021,Jun Chen,2023-10-18,123la
57,67,La,,,,,V,0.0,,100.0,,21,,4,s,21.0,4.0,EC+B+,100.0,,,,,,,,,,,,,-5343.0,303.0,-18044.0,303.0,1205.1156,57.5391,8831.169,58.031,9679.0,204.0,1892.625,57.9482,8278.2926,0.457,123924574.275,60.836,-70258.617,56.669,N,1978.0,1-Apr-2008,J. KATAKURA and  Z.D. WU,2023-10-18,124la
57,68,La,,,,,,0.0,,,(3/2+),64.8,,12,s,64.8,1.2,EC+B+,100.0,,,,,,,,,,,,,-7102.0,197.0,-16915.0,299.0,917.9334,29.6657,5909.484,28.225,11572.1933,62.3474,1958.6778,28.845,8304.6438,0.208,124920815.931,27.909,-73759.492,25.997,N,1973.0,1-Jan-2010,J. KATAKURA,2023-10-18,125la
57,69,La,,,,,V,0.0,,,(4 5),54,,2,s,54.0,2.0,EC+B+,0.0,,,,,,,,,,,,,-4152.9106,94.7235,-16387.0,216.0,746.3771,96.5735,7696.437,91.367,9285.3014,94.1673,2593.4708,91.1727,8312.4268,0.7183,125919512.667,97.163,-74973.476,90.508,N,1961.0,1-Oct-2021,H. Iimura and  J.Katakura and  S. Ohya,2023-10-18,126la
57,70,La,,,,,,0.0,,,(11/2-),5.1,,1,m,306.0,6.0,EC+B+,100.0,,,,,,,,,,,,,-5916.7727,38.8567,-15146.8694,38.1696,722.6242,28.6817,4921.839,28.372,10993.9588,94.1681,2515.1743,28.8476,8333.5412,0.2047,126916375.083,27.912,-77896.116,26.0,N,1963.0,1-Oct-2009,A. HASHIZUME,2023-10-18,127la
57,71,La,,,,,,0.0,,,(5+),5.18,,14,m,310.8,8.4,EC,100.0,,,,,,,,,,,,,-3091.5136,61.2003,-14717.4132,61.6312,690.7057,55.2114,6743.717,54.472,8800.6405,60.3371,3096.4549,55.6196,8337.1904,0.4254,127915592.123,58.452,-78625.439,54.448,N,1961.0,28-Feb-2015,ZOLTAN ELEKES AND JANOS TIMAR,2023-10-18,128la
57,72,La,,,,,,0.0,,,(3/2+),11.6,,2,m,696.0,12.0,EC+B+,100.0,,,,,,,,,,,,,-5036.037,35.1633,-13860.9338,35.1633,341.2854,22.7021,3737.325,23.788,10769.4202,58.4816,3243.3565,21.4024,8356.0449,0.1655,128912695.592,22.913,-81323.541,21.343,N,1963.0,31-May-2014,JANOS TIMAR AND ZOLTAN ELEKES and  BALRAJ SINGH,2023-10-18,129la
57,73,La,,,,,,0.0,,,3(+),8.7,,1,m,522.0,6.0,EC+B+,100.0,,,,,,,,,2.9,0.2,,,-2204.4611,38.1328,-13411.1883,38.1328,298.3928,27.9375,5629.402,25.948,8375.1513,33.5968,3855.4796,27.9916,8356.1919,0.1996,129912369.413,27.854,-81627.374,25.946,N,1961.0,11-May-2001,BALRAJ SINGH,2023-10-18,130la
57,74,La,,,,,,0.0,,,3/2+,59,,2,m,3540.0,120.0,EC+B+,100.0,,,,,,,,,11.2,0.04,,,-4060.8167,43.0918,-12417.6695,39.5199,45.8464,28.496,2909.693,27.948,10213.2084,38.1328,3801.4593,27.9463,8370.3676,0.2133,130910070.0,30.0,-83769.265,27.945,N,1951.0,17-Jul-2006,YU. KHAZOV and  I. MITROPOLSKY and  A. RODIONOV,2023-10-18,131la
57,75,La,,,,,,0.0,,,2-,4.8,,2,h,17280.0,720.0,EC+B+,100.0,,,,,,,,,,,,,-1254.8898,41.7025,-12086.4476,48.9687,-216.7208,36.7539,4711.325,36.374,8025.6309,45.8569,4333.5903,36.3609,8367.7559,0.2754,131910119.047,39.032,-83723.578,36.359,N,1951.0,10-Feb-2005,YU. KHAZOV and  A.A. RODIONOV AND S. SAKHAROV and  BALRAJ SINGH,2023-10-18,132la
57,76,La,,,,,,0.0,,,5/2+,3.912,,8,h,14083.2,28.8,EC+B+,100.0,,,,,,,,,7.5,0.5,1.7,0.3,-3076.1685,32.3786,-11097.0221,34.6029,-420.2576,28.3133,2059.12,27.96,9842.1323,45.8569,4348.4597,27.9647,8378.8415,0.2101,132908218.0,30.0,-85494.392,27.945,N,1950.0,31-Oct-2010,YU. KHAZOV AND A. RODIONOV and  F.G. KONDEV,2023-10-18,133la
57,77,La,,,,,,0.0,,,1+,6.45,,16,m,387.0,9.6,EC+B+,100.0,,,,,,,,,,,,,-385.7605,28.5098,-10871.7536,25.7808,-743.8201,21.6108,3731.343,19.932,7795.5851,34.3235,4954.1178,19.9543,8374.4888,0.1487,133908514.011,21.395,-85218.659,19.93,N,1951.0,31-Jul-2004,A.A. Sonzogni,2023-10-18,134la
57,78,La,4.8488,0.006,,,,0.0,,,5/2+,19.5,,2,h,70200.0,720.0,EC+B+,100.0,,,,,,,,,3.7,0.09,-0.4,0.4,-2027.1499,4.6101,-9881.8773,22.4631,-1012.7993,9.434,1207.197,9.435,9496.1168,22.049,4982.4264,9.4304,8382.7972,0.0699,134906984.427,10.126,-86643.458,9.432,N,1948.0,22-Jan-2008,BALRAJ SINGH and  ALEXANDER A. RODIONOV and YURI L. KHAZOV,2023-10-18,135la
57,79,La,,,,,,0.0,,,1+,9.87,,3,m,592.2,1.8,EC+B+,100.0,,,,,,,,,,,,,471.0621,53.172,-9492.4982,54.153,-1309.7104,53.1811,2849.591,53.172,7465.3482,54.0011,5475.804,53.1715,8376.0512,0.391,135907634.962,57.081,-86037.488,53.171,N,1950.0,1-Apr-2018,E.A. MCCUTCHAN,2023-10-18,136la
57,80,La,4.8496,0.0053,,,,0.0,,,7/2+,6E+4,,2,Y,1893415558475.52,631138519491.84,EC,100.0,,,,,,,,,2.696,0.006,0.21,0.04,-1222.1,1.6,-8703.6335,1.6076,-1494.8381,1.64,580.536,1.659,9174.6956,53.1963,5542.7571,1.6216,8381.8807,0.012,136906450.438,1.76,-87140.865,1.64,N,1948.0,1-Oct-2006,E. BROWNE and  J. K. TULI,2023-10-18,137la
57,81,La,4.8473,0.0051,0.08881,0.00071,,0.0,,,5+,1.03E+11,,1,Y,3.250363375382976e+18,3.1556925974592e+16,EC+B+,65.5,0.4,B-,34.5,0.4,,,,,3.7084,0.0002,0.39,0.03,1052.4585,0.4018,-8665.9609,0.4361,-2047.1586,0.416,1748.398,0.485,7443.8609,1.6584,6080.9783,0.3407,8375.0835,0.003,137907124.041,0.446,-86513.408,0.416,N,1947.0,30-Sep-2017,JUN CHEN,2023-10-18,138la
57,82,La,4.855,0.0049,99.91119,0.00071,,0.0,,,7/2+,STABLE,,,,,,,,,,,,,,,,2.7791,0.0002,0.206,0.004,-264.6396,1.9989,-7727.8323,0.7857,-2065.3402,0.7072,-2308.463,0.658,8780.2909,0.7355,6249.5462,0.6558,8377.9987,0.0044,138906362.927,0.651,-87222.381,0.607,N,1924.0,15-Oct-2016,P.K. JOSHI and  B. SINGH and  S. SINGH and  A.K. JAIN,2023-10-18,139la
57,83,La,,,,,,0.0,,,3-,1.67858,,21,d,145029.312,18.144,B-,100.0,,,,,,,,,0.73,0.015,0.087,0.013,3762.1676,1.3364,-5425.6361,1.999,-398.1202,1.9689,-1044.154,7.923,5160.9966,0.0194,6687.1128,0.6573,8355.0201,0.0043,139909487.285,0.651,-84312.059,0.607,N,1935.0,20-Nov-2018,N. NICA,2023-10-18,140la
57,84,La,,,,,,0.0,,,7/2(+),3.92,,3,h,14112.0,108.0,B-,100.0,,,,,,,,,,,,,2501.2141,3.9279,-2926.9347,3.9292,1191.0128,4.1382,-3197.352,6.732,6689.1023,4.1361,6950.9095,8.9031,8343.205,0.0293,140910971.155,4.43,-82929.844,4.127,N,1951.0,12-Oct-2022,N. NICA,2023-10-18,141la
57,85,La,,,,,,0.0,,,2-,91.1,,5,m,5466.0,30.0,B-,100.0,,,,,,,,,,,,,4508.9455,5.8446,-2664.2105,6.303,438.1621,11.1081,-2181.693,8.635,5165.4246,7.4221,7580.4291,8.2277,8320.8263,0.0443,141914090.76,6.748,-80023.95,6.286,N,1953.0,1-Jun-2010,T.D. Johnson and  D. Symochko(a) and  M. Fadil(b) and  and J.K. Tuli,2023-10-18,142la
57,86,La,,,,,,0.0,,,(7/2)+,14.2,,1,m,852.0,6.0,B-,100.0,,,,,,,,,,,,,3434.9108,7.5812,-1709.8899,7.5816,104.705,7.9711,-4234.262,9.968,6218.8354,9.5466,7618.1816,9.4155,8306.1271,0.0513,142916079.482,7.868,-78171.467,7.329,N,1951.0,31-May-2011,E. BROWNE and  J. K. TULI,2023-10-18,143la
57,87,La,,,,,,0.0,,,(3-),40.8,,4,s,40.8,0.4,B-,100.0,,,,,,,,,,,,,5582.2823,13.2432,-1314.5995,13.1651,-224.8374,15.3159,-3082.53,14.77,4749.5103,14.8686,8201.4256,14.5946,8281.4283,0.0898,143919645.589,13.888,-74849.66,12.937,N,1967.0,1-Dec-2000,A.A. Sonzogni,2023-10-18,144la
57,88,La,,,,,,0.0,,,(5/2+),24.8,,20,s,24.8,2.0,B-,100.0,,,,,,,,,,,,,4231.7331,35.2977,-474.7015,12.5896,-782.8903,15.3319,-5319.142,14.913,6056.9838,17.8291,8357.1668,14.1932,8266.0873,0.0846,144921808.065,13.17,-72835.325,12.269,N,1974.0,1-Oct-2008,E. BROWNE and  J. K. TULI,2023-10-18,145la
57,89,La,,,,,,0.0,,,(2-),6.1,,3,s,6.1,0.3,B-,100.0,,B-N,0.007,,,,,,,,,,6404.6947,14.7146,-225.4332,33.9418,-1131.5333,7.2625,-4354.905,2.437,4457.1663,12.3824,8993.9619,8.6404,8239.9988,0.0115,145925688.017,1.797,-69221.174,1.675,N,1970.0,14-Jul-2016,Yu. KHAZOV and  A. RODIONOV AND G. SHULYAK,2023-10-18,146la
57,90,La,,,,,,0.0,,,(5/2+),4.06,,4,s,4.06,0.04,B-,100.0,,B-N,0.041,0.004,,,,,,,,,5335.5046,13.7248,876.1533,18.1606,-1427.7944,13.1189,-6414.361,22.466,5528.5415,10.8423,9101.0997,10.8574,8221.5536,0.0729,146928417.8,11.5,-66678.397,10.712,N,1979.0,9-Mar-2022,N. Nica and B. Singh,2023-10-18,147la
57,91,La,,,,,,0.0,,,(2-),1.26,,8,s,1.26,0.08,B-,100.0,,B-N,0.15,0.03,,,,,,,,,7689.6824,22.4573,1233.8418,21.2752,-1862.2958,28.0055,-5163.831,19.525,4101.6628,22.2208,9733.6773,27.7305,8193.7165,0.1315,147932679.4,20.9,-62708.742,19.468,N,1969.0,1-Oct-2013,N. NICA,2023-10-18,148la
57,92,La,,,,,,0.0,,,(3/2),1.091,,34,s,1.091,0.034,B-,100.0,,B-N,1.41,0.34,,,,,,,,,6450.0,200.0,2107.1856,200.5749,-2590.4126,200.4674,-7389.301,200.278,5582.4967,201.2064,9963.9804,200.2678,8176.1915,1.344,148935351.259,214.99,-60219.921,200.262,N,1979.0,23-Aug-2022,Balraj Singh and Jun Chen,2023-10-18,149la
57,93,La,,,,,,0.0,,,(3+),0.59,,11,s,0.59,0.11,B-,100.0,,B-N,2.7,0.3,,,,,,,,,8535.7155,11.9641,2287.4553,10.5506,-3425.6828,3.8337,-6421.348,6.214,4162.5447,200.2781,10769.4988,3.5568,8149.4339,0.0168,149939547.5,2.7,-56311.147,2.515,N,1993.0,1-Apr-2013,S. K. Basu and  A. A. Sonzogni,2023-10-18,150la
57,94,La,,,,,,0.0,,,(1/2+),0.457,,+30-18,s,0.457,0.024,B-,100.0,,B-N,,,,,,,,,,,7914.7191,435.833,3465.2057,435.6306,-3815.1823,435.5542,-8370.339,591.301,5070.5098,435.4808,10709.5106,435.5106,8129.0436,2.8839,150942769.0,467.5,-53310.339,435.473,N,1994.0,20-Feb-2017,F.G. KONDEV,2023-10-18,151la
57,95,La,,,,,,0.0,,,(2-),0.298,,+6-23,s,0.298,0.0145,B-,100.0,,B-N,,,,,,,,,,,9690.0,361.0,3864.0,300.0,-4804.0,300.0,-7680.0,500.0,4051.0,529.0,11639.0,500.0,8102.0,2.0,151947085.0,322.0,-49290.0,300.0,Y,1994.0,20-Feb-2017,FILIP G. KONDEV,2023-10-18,152la
57,96,La,,,,,,0.0,,,,0.245,,18,s,0.245,0.018,B-,100.0,,B-N,,,,,,,,,,,8850.0,361.0,4849.0,361.0,-5185.0,500.0,-9590.0,500.0,4841.0,424.0,11739.0,500.0,8081.0,2.0,152950553.0,322.0,-46060.0,300.0,Y,1994.0,16-Aug-2020,N. NICA,2023-10-18,153la
57,97,La,,,,,,0.0,,,(2-),0.161,,15,s,0.161,0.015,B-,100.0,,B-N,,,,,,,,,,,10690.0,361.0,5309.0,361.0,-5785.0,500.0,-8610.0,583.0,3541.0,424.0,12349.0,500.0,8051.0,2.0,153955416.0,322.0,-41530.0,300.0,Y,2017.0,20-Feb-2017,FILIP G. KONDEV,2023-10-18,154la
57,98,La,,,,,,0.0,,,,101,,28,ms,0.101,0.028,B-,100.0,,B-N,,,,,,,,,,,9850.0,500.0,6218.0,447.0,-6075.0,640.0,,,4472.0,500.0,12299.0,640.0,8028.0,3.0,154959280.0,429.0,-37930.0,400.0,Y,2016.0,21-Oct-2019,N. NICA,2023-10-18,155la
57,99,La,,,,,,0.0,,,(4+),84,,78,ms,0.084,0.078,B-,100.0,,B-N,,,,,,,,,,,11769.0,500.0,6658.0,500.0,-6346.0,640.0,,,3191.0,565.0,,,7997.0,3.0,155964519.0,429.0,-33050.0,400.0,Y,2017.0,20-Feb-2017,FILIP G. KONDEV,2023-10-18,156la
57,100,La,,,,,,0.0,,,,,,,,,,B-,100.0,,B-N,,,B-2N,,,,,,,,10860.0,500.0,7678.0,424.0,,,,,4091.0,500.0,,,7972.0,2.0,156968792.0,322.0,-29070.0,300.0,Y,2018.0,31-JAN-2021,BALRAJ SINGH,2023-10-18,157la
58,63,Ce,,,,,,0.0,,,(5/2),1.1,,1,s,1.1,0.1,EC+B+,100.0,,ECP,1.0,,,,,,,,,,-11139.0,641.0,,,2343.0,472.0,9500.0,500.8,11032.0,641.0,2409.0,500.0,8132.0,3.0,120943435.0,430.0,-52690.0,401.0,Y,1997.0,20-Jan-2009,S. OHYA,2023-10-18,121ce
58,64,Ce,,,,,,0.0,,,0+,,,,,,,EC+B+,,,ECP,,,,,,,,,,,-13094.0,641.0,-24394.0,641.0,1901.0,448.0,6669.0,499.6,13255.0,566.0,2972.0,500.0,8174.0,3.0,121937870.0,430.0,-57874.0,401.0,Y,2005.0,30-Sep-2006,T. TAMURA,2023-10-18,122ce
58,65,Ce,,,,,,0.0,,,(5/2),3.8,,2,s,3.8,0.2,EC+B+,100.0,,ECP,0.0,,,,,,,,,,-10056.0,499.0,-23578.0,582.0,1879.0,359.0,8365.0,356.6,10484.0,499.0,3032.0,422.0,8193.0,2.0,122935280.0,320.0,-60286.0,298.0,Y,1984.0,15-Apr-2021,Jun Chen,2023-10-18,123ce
58,66,Ce,,,,,,0.0,,,0+,6,,2,s,6.0,2.0,EC+B+,100.0,,,,,,,,,,,,,-11765.0,499.0,-22757.0,499.0,1548.0,423.0,5342.617,303.34,12701.0,422.0,3554.0,357.0,8229.0,2.0,123930310.0,320.0,-64916.0,298.0,Y,1978.0,1-Apr-2008,J. KATAKURA and  Z.D. WU,2023-10-18,124ce
58,67,Ce,,,,,,0.0,,,(7/2-),9.7,,3,s,9.7,0.3,EC+B+,100.0,,B+P,,,,,,,,,,,-8587.0,358.0,-21578.0,446.0,1662.0,242.0,7101.492,197.717,9813.0,357.0,3688.0,204.0,8242.0,2.0,124928440.0,210.0,-66658.0,196.0,Y,1978.0,1-Jan-2010,J. KATAKURA,2023-10-18,125ce
58,68,Ce,,,,,,0.0,,,0+,51.0,,4,s,51.0,0.4,EC+B+,100.0,,,,,,,,,7.0,3.0,,,-10497.0,198.0,-20822.0,301.0,1363.4706,39.5199,4152.911,94.724,12234.0,198.0,4350.0438,38.1676,8273.2581,0.2218,125923971.0,30.0,-70820.565,27.945,N,1978.0,1-Oct-2021,H. Iimura and  J.Katakura and  S. Ohya,2023-10-18,126ce
58,69,Ce,,,,,,0.0,,,(1/2+),34,,2,s,34.0,2.0,EC+B+,100.0,,,,,,,,,,,,,-7436.0,198.0,-19727.0,198.0,1250.7035,31.3126,5916.772,38.856,9230.0967,40.184,4294.8392,95.0025,8280.7922,0.2274,126922727.0,31.0,-71979.344,28.876,N,1978.0,1-Oct-2009,A. HASHIZUME,2023-10-18,127ce
58,70,Ce,,,,,,0.0,,,0+,3.93,,2,m,235.8,1.2,EC+B+,100.0,,,,,,,,,,,,,-9203.1617,40.8585,-19062.0,198.0,1130.9445,30.612,3091.514,61.201,11625.8996,40.184,4926.7799,38.1696,8306.9259,0.2183,127918911.0,30.0,-75533.925,27.945,N,1968.0,28-Feb-2015,ZOLTAN ELEKES AND JANOS TIMAR,2023-10-18,128ce
